"",Jahr,Ressort,Land,Projekt,Volumen,Haushaltstitel,"Art der Maßnahme"
"",2014,BMZ,Kolumbien,"Organisatorische Rechtshilfe für Landsicherung von Flüchtlingen und Indigenen, Dept. Norte de Santander","56.300,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Verteidigung der Rechte von Opfern von Menschenrechtsverletzungen im Südosten Kolumbiens (Llanos Orientales),"5.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Unterstützung von exemplarischen Maßnahmen zur Verteidigung von Menschenrechten in Kolumbien,"9.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Menschenrechtsarbeit in Flüchtlingsgemeinden und marginalisierten Siedlungen in den Landkreisen Granada und Vista Hermosa, DepartementMeta","76.600,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Politisch-soziale Jugendbildungsarbeit zur Stärkung von Partizipation und lokaler Entwicklung in Floridablanca,"63.100,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Beratung von kleinbäuerlichen Familien in den Bereichen Ernährungssicherung und Gemeindeentwicklung in der Diözese Ipiales,"56.300,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Konflikttransformation, Entwicklung, Bürgerbeteiligung in 47 Munizipien von Antioquia","158.900,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Befähig. d. Zivilgesells. zur Festigung . Rechtsstaates u. zu gewaltfreier Konfliktbearbeitung,"169.100,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Förderung agrarökologischer Produktion und von Basisgesundheit zur Verbesserung der Lebensqualität kleinbäuerlicher Familien in fünf ländlichenZonen des Departements Montería","36.500,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Organisationsförderung und Verbesserung der Ernährungssituation für kleinbäuerliche Familien in drei Munizipien der Diözese Sincelejo,"27.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Verteidigung der Arbeits- und Gewerkschaftsrechte zur Ausübung der Gewerkschaftsfreiheit in Kolumbien,"56.500,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Erforschung und Dokumentation von Menschenrechtsverletzungen und öffentliche Einforderung von Rechtstaatlichkeit für eine friedlicheEntwicklung in Antioquia, Kolumbien","59.200,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Erstellung der nationalen Datenbank für Menschenrechte des Instituts für Erwachsenenbildung und Sozialforschung der Jesuiten (CINEP),"87.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Juristische Begleitung und Organisationsförderung für Opfer von Verletzungen der bürgerlichen und der wirtschaftlichen, sozialen und kulturellenMenschenrechte als Beitrag für eine nachhaltige Schaffung von Frieden in Kolumbien","167.500,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Netzwerkarbeit zur Sicherung von Landrechten in indigenen und afrokolumbianischen Gemeinden in der kolumbianischen Pazifikregion,"49.400,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Agrarökologische Entwicklung und Verteidigung von Rechten in Amazonas-Gemeinden von San José del Fragua/Caquetá,"66.500,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Integrale Förderung der ländlichen Entwicklung in den Landkreisen Tibú und Sardinata, Diözese Tibú","53.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Aufbau eines regionalen Netzwerkes für die ländliche Trinkwasserversorgung und Abwasserentsorgung in 15 Pfarreien der Diözese Socorro-San Gil,"15.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Integrale Förderung der indigenen und afrokolumbianischen Gemeinden insbesondere Schutz von kollektiven Rechten in der Diözese Quibdó,Departement Chocó","310.800,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Ausbildung von afrokolumbianischen Gemeinderäten und Stärkung von angepassten territorialen Entwicklungsprozessen unter besondererBerücksichtigung jugendlicher Führungskräfte im Einzugsgebiet des San-Juan-Flusses, Departement Chocó, Diözese Istmina-Tadó","19.400,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Ausbildung von Multiplikatorinnen zur Verteidigung der wirtschaftlichen, sozialen und kulturellen Rechte von Frauen im Nordosten von Medellín","31.300,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Unterstützung von Basisorganisationen und lokalen Führungskräften für die friedliche Lösung territorialer Konflikte, die die Menschenrechte und diekleinbäuerliche Wirtschaft in Zentralkolumbien beeinträchtigen","110.900,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Unterstützung für den Schutz des Lebens von Menschenrechtsverteidiger(inne)n und sozialen Führungskräften in Kolumbien,"12.600,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Einforderung der Rechte der Opfer des bewaffneten Konflikts aus den afrokolumbianischen und indigenen Gemeinden der Munizipien Riosucio undCarmen del Darién im Departement Chocó","98.900,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Stärkung von Gemeindeorganisationen in Armutsregionen der Erzdiözese Barranquilla in der Einforderung ihrer Rechte auf Bildung, Nahrung undeine angemessene Gesundheitsversorgung","55.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Stärkung der Zivilgesellschaft für politische Einflussnahme und die Einforderung von Rechten in den Munizipien Magangué, Mompox, Pinillos undCicuco in der kolumbianischen Karibikregion","142.300,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Nachhaltige integrale ländliche Regionalentwicklung zur Stärkung der Selbstbehauptung von Kleinbauern und Indigenen in den Regionen Ariari(Departement Meta) und Perla Amazónica (Departement Putumayo)","57.500,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Psychosoziale Unterstützung für Vertriebene oder von Vertreibung bedrohte Familien und deren Interessensvertretung in Regionen mit hohemKonflikt- und Gewaltpotenzial in Kolumbien","41.400,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Interessensvertretung für Familien von marginalen Siedlungen in Medellín zum Schutz vor Vertreibung und Sicherung vonEntschädigungsansprüchen bei geplanten Umsiedlungen","65.800,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Befähigung von Jugendlichen als Promotoren des Wandels, der sozialen Inklusion und bürgerschaftlicher Partizipation in Usme / Bogotá","66.500,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Fortbildungs- und Öffentlichkeitsarbeit für Konflikttransformation und die Gewährleistung der Mensch,"282.200,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Förderung lokaler Entwicklung, politischer Partizipation und von Friedenskultur in Cartagena","40.600,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Juristische Unterstützung und Organisationsförderung für Opfer von Vertreibung und Landenteignung in Kolumbien,"20.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Internationale Begleitung und Informationsarbeit zum Schutz für bedrohte Menschenrechtsverteidiger(innen) und vertriebene Gemeinden inKolumbien","17.800,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Stärkung zivilgesellschaftlicher Organisation für die konstruktive Einflussnahme auf Sozialpolitiken für die Friedensschaffung und die Umsetzung derMenschenrechte in vier Departements Kolumbiens","153.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Förderung des Beitrags von Jugend- und Gemeindeorganisationen zu einer gerechten und sozialen Stadtentwicklung in den Armutsvierteln vonMedellín","47.800,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Friedensarbeit mit Jugendlichen aus marginalen Gemeinden in Córdoba, Montería","41.900,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Psychosoziale Betreuung von Gewaltopfern und Prävention von Gewalt gegen Frauen in vier Landkreisen des Departements Meta,"44.800,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Rechtliche Aufarbeitung sexueller Gewalt gegen Frauen im Kontext des bewaffneten Konflikts in Kolumbien,"13.200,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Präsentation von Fällen schwerer Menschenrechtsverletzungen bei nationalen Gerichten und internationalen Instanzen durch die KolumbianischeJuristenkommission","29.700,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Konsolidierung einer virtuellen Schulungsplattform zu Beschwerdemechanismen für Negativwirkungen der Aktivitäten von transnationalenUnternehmen","17.100,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Umsetzungs- und Folgearbeit zum Opfer- und Landrückgabegesetz in drei Siedlungen der Karibikregion Kolumbiens,"27.500,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Begleitung von Opfergemeinden in Buenaventura,"16.400,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Integrale agrarökologische Entwicklung in 25 ländlichen Gemeinden der Erzdiözese Santa Fé de Antioquia,"38.600,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Organisation und Bürgerbeteiligung in drei Landkreisen der Diözese Barrancabermeja als Beitrag zur Friedensentwicklung in der Region MagdalenaMedio","57.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Verteidigung von Opferrechten im Südosten Kolumbiens (Llanos Orientales),"17.600,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Politisch-soziale Jugendbildungsarbeit für Partizipation und lokale Entwicklung in Floridablanca und Bucaramanga, Departement Santander","16.000,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,Zivile Konfliktbearbeitung + Menschenrechtsverteidigung in Konfliktregionen + landesweit (Fortf.),"68.100,00 €",2302/89604,zivil
"",2014,BMZ,Kolumbien,"Qualifizierung und Begleitung von Programmen der zivilen Konfliktbearbeitung,  Friedens-, Versöhnungs- und Menschenrechtsarbeit sowieAusbildung lokaler Akteure der ZG","1.087.658,00 €",2302/68772,zivil
"",2014,BMZ,Kolumbien,Internationale Beobachtung und schützende Begleitung von Menschenrechtsverteidigern und Gemeinden intern. Vertriebener in Kolumbien,"184.786,00 €",2302/68702,zivil
"",2014,BMZ,Kolumbien,Schutzinstrumente für Menschenrechts- und FriedensaktivistInnen in Kolumbien,"136.157,00 €",2302/68772,zivil
"",2014,BMZ,Kolumbien,Schützende Begleitung von MenschrechtsverteidigerInnen in Kolumbien,"777.199,00 €",2302/68772,zivil
"",2007,BMZ,Kolumbien,"Qualifizierung und Begleitung von Programmen der zivilen Konflikt-bearbeitung, Friedens-Versöhnungs- und Menschenrechtsarbeit sowieAusbildung lokaler Akteure der ZG","680.586,00 €",2302/68702,zivil
"",2009,BMZ,Kolumbien,"Qualifizierung und Begleitung von Programmen der zivilen Konflikt-bearbeitung, Friedens-Versöhnungs- und Menschenrechtsarbeit sowieAusbildung lokaler Akteure der ZG","995.865,00 €",2302/68702,zivil
"",2010,BMZ,Kolumbien,"Qualifizierung und Begleitung von Programmen der zivilen Konflikt-bearbeitung, Friedens-Versöhnungs- und Menschenrechtsarbeit sowieAusbildung lokaler Akteure der ZG","868.670,00 €",2302/68702,zivil
"",2011,BMZ,Kolumbien,"Qualifizierung und Begleitung von Programmen der zivilen Konflikt-bearbeitung, Friedens-Versöhnungs- und Menschenrechtsarbeit sowieAusbildung lokaler Akteure der ZG","755.441,00 €",2302/68702,zivil
"",2004,AA,Kongo DR,Unterstützung MONUC,"37.524,06 €",0502 687 44,zivil
"",2004,AA,Kongo DR,Maison St- Laurent Kindersoldatenprojekt,"63.704,99 €",0502 687 44,zivil
"",2004,AA,Kongo DR,Demobilisierung und Reintegration Ex-Kindersoldaten in DR Kongo,"134.551,63 €",0502 687 44,zivil
"",2004,AA,Kongo DR,Kolloquium Konfliktprävention,"4.289,43 €",0502 687 44,zivil
"",2004,BMZ,Kongo DR,Unterstützung der Wahlvorbereitung in der DR Kongo,"7.368,92 €",2301/89603,zivil
"",2004,BMZ,Kongo DR,Workshop,"25.027,00 €",2302/68702,zivil
"",2004,BMVg,Kongo DR,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"10.700,00 €",132 01,zivil
"",2005,BMZ,Kongo DR,Unterstützung der Wahlvorbereitung in der DR Kongo,"679.131,32 €",2301/89603,zivil
"",2005,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung,"729.001,39 €",2301/89603,zivil
"",2005,BMZ,Kongo DR,Programm Förderung der privaten Wirtschaft und zivilen Gesellschaft,"395.865,75 €",2301/89603,zivil
"",2005,BMZ,Kongo DR,Unterstützung der Wassersektorreform,"12.687,45 €",2301/89603,zivil
"",2005,BMZ,Kongo DR,Unterstützung der Reintegration von Ex-Kombattanten und Flüchtlingen I,"783.278,25 €",86611/89611,zivil
"",2005,BMZ,Kongo DR,Unterstützung des Wahlverfahrens,"10.000.000,00 €",86611/89611,zivil
"",2005,BMZ,Kongo DR,Trauma- und Konfliktbearbeitung,"133.793,00 €",2302/68702,zivil
"",2005,BMZ,Kongo DR,Friedensförd. durch Entwicklung zivilgesellschaftlicher Potentiale,"38.075,00 €",2302/68702,zivil
"",2005,BMVg,Kongo DR,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"5.553,00 €",132 01,zivil
"",2006,BMZ,Kongo DR,Grenzüberschreitendes Wassermanagement im Kongobecken,"117.118,11 €",2301/89603,zivil
"",2006,BMZ,Kongo DR,Unterstützung der Wahlvorbereitung in der DR Kongo,"812.146,10 €",2301/89603,zivil
"",2006,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung,"963.586,51 €",2301/89603,zivil
"",2006,BMZ,Kongo DR,Programm Förderung der privaten Wirtschaft und zivilen Gesellschaft,"2.076.738,53 €",2301/89603,zivil
"",2006,BMZ,Kongo DR,Unterstützung der Wassersektorreform,"454.462,10 €",2301/89603,zivil
"",2006,BMZ,Kongo DR,Unterstützung der Reintegration von Ex-Kombattanten und Flüchtlingen I,"3.189.114,61 €",86611/89611,zivil
"",2006,BMZ,Kongo DR,regionale Friedensallianzen,"89.486,00 €",2302/68702,zivil
"",2006,BMZ,Kongo DR,Trauma- und Konfliktbearbeitung,"92.856,00 €",2302/68702,zivil
"",2006,BMZ,Kongo DR,Friedensförd. durch Entwicklung zivilgesellschaftlicher Potentiale,"64.236,00 €",2302/68702,zivil
"",2006,BMZ,Kongo DR,Friedenssicherung und Konfliktprävention,"189.316,00 €",2302/68702,zivil
"",2006,BMVg,Kongo DR,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"15.426,00 €",132 01,zivil
"",2007,BMZ,Kongo DR,Grenzüberschreitendes Wassermanagement im Kongobecken,"542.762,93 €",2301/89603,zivil
"",2007,BMZ,Kongo DR,Unterstützung der Wahlvorbereitung in der DR Kongo,"71.384,38 €",2301/89603,zivil
"",2007,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung,"1.134.969,16 €",2301/89603,zivil
"",2007,BMZ,Kongo DR,Programm Förderung der privaten Wirtschaft und zivilen Gesellschaft,"1.351.765,94 €",2301/89603,zivil
"",2007,BMZ,Kongo DR,Unterstützung der Wassersektorreform,"532.850,45 €",2301/89603,zivil
"",2007,BMZ,Kongo DR,Verbesserung der Lebenssituation von weibl. Überlebenden sexualisierter Gewalt in DR Kongo,"31.425,00 €",2302/68776,zivil
"",2007,BMZ,Kongo DR,Integrierte Förderung von Straßenkindern in der Erzdiözese Bukavu,"38.000,00 €",2302/89604,zivil
"",2007,BMZ,Kongo DR,Qualifizierung für eine kirchliche Hochschule in einer Postkonfliktregion (Fortführung),"68.946,11 €",2302/89604,zivil
"",2007,BMZ,Kongo DR,Erweiterungsbau einer kirchlichen Hochschule/Gebäude für eine erziehungswissen. Fakultät,"87.800,76 €",2302/89604,zivil
"",2007,BMZ,Kongo DR,Sektorprogramm Mikrofinanz,"796.341,62 €",86611/89611,zivil
"",2007,BMZ,Kongo DR,Städtische Wasserversorgung Sekundärstädte,"554.104,52 €",86611/89611,zivil
"",2007,BMZ,Kongo DR,Unterstützung der Reintegration von Ex-Kombattanten und Flüchtlingen I,"2.164.243,30 €",86611/89611,zivil
"",2007,BMZ,Kongo DR,"Städtische Wasserversorgung Sekundärstädte, Begleitmaßnahme","48.061,40 €",86611/89611,zivil
"",2007,BMZ,Kongo DR,regionale Friedensallianzen,"324.163,00 €",2302/68702,zivil
"",2007,BMZ,Kongo DR,Trauma- und Konfliktbearbeitung,"61.997,00 €",2302/68702,zivil
"",2007,BMZ,Kongo DR,Friedensförd. durch Entwicklung zivilgesellschaftlicher Potentiale,"98.160,00 €",2302/68702,zivil
"",2007,BMZ,Kongo DR,Friedenssicherung und Konfliktprävention,"517.222,00 €",2302/68702,zivil
"",2007,BMZ,Kongo DR,potentielle ZFD Projekte,"60.171,00 €",2302/68702,zivil
"",2007,BMZ,Kongo DR,"Friedensarbeit, Reintegration v. Flüchtlingen (Flüchtlingsarbeit Große Seen )","40.811,00 €",2302/68702,zivil
"",2008,AA,Kongo DR,Sonderbotschafter Ohlraun SSR Kongo,"6.841,57 €",0502 687 44,zivil
"",2008,BMZ,Kongo DR,Unterstützung der Wahlvorbereitung in der DR Kongo,"3.937,17 €",2301/89603,zivil
"",2008,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung,"35.785,10 €",2301/89603,zivil
"",2008,BMZ,Kongo DR,Programm Förderung der privaten Wirtschaft und zivilen Gesellschaft,"1.407.662,44 €",2301/89603,zivil
"",2008,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung (TZ-Modul),"1.859.069,12 €",2301/89603,zivil
"",2008,BMZ,Kongo DR,Entwicklungsdiplomatie als Beitrag zur internalen Kooperationsfähigkeit und Krisenprävention,"23.986,00 €",2302/68541,zivil
"",2008,BMZ,Kongo DR,Verbesserung der Lebenssituation von weibl. Überlebenden sexualisierter Gewalt in DR Kongo,"67.074,00 €",2302/68776,zivil
"",2008,BMZ,Kongo DR,Integrierte Förderung von Straßenkindern in der Erzdiözese Bukavu,"59.300,00 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,Qualifizierung für eine kirchliche Hochschule in einer Postkonfliktregion (Fortführung),"203.712,59 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,Erweiterungsbau einer kirchlichen Hochschule/Gebäude für eine erziehungswissen. Fakultät,"255.954,09 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,"Qualifizierungsmaßnahmen kirchliche Hochschule (Landwirtschaft, Medizin)in Krisenregion (Fortführung","99.316,55 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,Förderung der lokalen Rechtsberatung und Verteidigung der Menschenrechte im Kivu (Fortführung),"93.167,83 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,"Trinkwasserversorgung für die Dörfer Kpandroma, Rethy und Jakusene in der Diözese Mahagi-Nioka","230.500,00 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,Wiederherstellung einer Berufsbildungsstätte nach einem Erdbeben,"91.354,40 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,Aids-Bekämpfung durch kirchliche Einrichtungen im Ostkongo,"36.000,00 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,Wiederherstellung einer Wasserkraftanlage für ein Krankenhaus,"199.000,00 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,Selbsthilfeförderung und Erwachsenenbildung in der Region Manianga,"42.641,42 €",2302/89604,zivil
"",2008,BMZ,Kongo DR,Sektorprogramm Mikrofinanz,"1.893.339,34 €",85511/89611,zivil
"",2008,BMZ,Kongo DR,Städtische Wasserversorgung Sekundärstädte,"1.013.453,99 €",85511/89611,zivil
"",2008,BMZ,Kongo DR,Unterstützung der Reintegration von Ex-Kombattanten und Flüchtlingen I,"5.043.667,92 €",85511/89611,zivil
"",2008,BMZ,Kongo DR,"Städtische Wasserversorgung Sekundärstädte, Begleitmaßnahme","503.829,52 €",85511/89611,zivil
"",2008,BMZ,Kongo DR,Treuhandbeteiligung an der ProCredit Bank,"416.927,25 €",85511/89611,zivil
"",2008,BMZ,Kongo DR,Gründung einer Mikrofinanzbank in der DR Kongo (Treuhandmittel),"350.000,00 €",85511/89611,zivil
"",2008,BMZ,Kongo DR,Friedensfonds,"677.215,02 €",85511/89611,zivil
"",2008,BMZ,Kongo DR,regionale Friedensallianzen,"383.038,00 €",2302/68702,zivil
"",2008,BMZ,Kongo DR,Trauma- und Konfliktbearbeitung,"19.027,00 €",2302/68702,zivil
"",2008,BMZ,Kongo DR,Friedensförd. durch Entwicklung zivilgesellschaftlicher Potentiale,"89.717,00 €",2302/68702,zivil
"",2008,BMZ,Kongo DR,Friedenssicherung und Konfliktprävention,"414.797,00 €",2302/68702,zivil
"",2008,BMVg,Kongo DR,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"19.798,00 €",132 01,zivil
"",2009,AA,Kongo DR,Unterstützung der Raid Intervention Police Units und Bau von Auffanglagern für ex-Kombattanten,"3.626.428,78 €",0502 687 44,polizeilich
"",2009,AA,Kongo DR,Biometrische Erfassung von Soldaten,"437.975,00 €",0502 687 44,militärisch
"",2009,AA,Kongo DR,Flughafen Goma,"4.500.000,00 €",0502 687 44,zivil
"",2009,BMZ,Kongo DR,Wiederherstellung und Stabilisierung der Lebensgrundlagen,"941.974,39 €",2301/68706,zivil
"",2009,BMZ,Kongo DR,Wiederherstellung der Lebensgrundlagen und sozialen Zustände,"740.637,52 €",2301/68706,zivil
"",2009,BMZ,Kongo DR,Unterstützung der Wahlvorbereitung in der DR Kongo,"58,73 €",2301/89603,zivil
"",2009,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung,"-3.939,50 €",2301/89603,zivil
"",2009,BMZ,Kongo DR,Programm Förderung der privaten Wirtschaft und zivilen Gesellschaft,"322.467,95 €",2301/89603,zivil
"",2009,BMZ,Kongo DR,Unterstützung der Wassersektorreform,"14.383,84 €",2301/89603,zivil
"",2009,BMZ,Kongo DR,Unterstützung der Einführung und Umsetzung eines Zertifizierungssystems für mineralische Rohstoffe,"122.447,94 €",2301/89603,zivil
"",2009,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung (TZ-Modul),"1.746.486,39 €",2301/89603,zivil
"",2009,BMZ,Kongo DR,Wirtschaftliche Integration benachteiligter Jugendlicher und junger Erwachsener in Maniema,"1.995.137,52 €",2301/89603,zivil
"",2009,BMZ,Kongo DR,Entwicklungsdiplomatie als Beitrag zur internalen Kooperationsfähigkeit und Krisenprävention,"11.171,00 €",2302/68541,zivil
"",2009,BMZ,Kongo DR,Aufbau und Stärkung von Kapazitäten zur nachhaltigen Bewirtschaftung von Waldressourcen im Kongo-Becken,"35.911,00 €",2302/68541,zivil
"",2009,BMZ,Kongo DR,Aufbau und Stärkung von Kapazitäten zur nachhaltigen Bewirtschaftung von Waldressourcen im Kongo-Becken,"1.326,00 €",2302/68541,zivil
"",2009,BMZ,Kongo DR,Aufbau und Stärkung von Kapazitäten zur nachhaltigen Bewirtschaftung von Waldressourcen im Kongo-Becken,"57.527,00 €",2302/68541,zivil
"",2009,BMZ,Kongo DR,Verbesserung der Lebenssituation von weibl. Überlebenden sexualisierter Gewalt in DR Kongo,"124.275,00 €",2302/68776,zivil
"",2009,BMZ,Kongo DR,Integrierte Förderung von Straßenkindern in der Erzdiözese Bukavu,"83.700,00 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Qualifizierung für eine kirchliche Hochschule in einer Postkonfliktregion (Fortführung),"140.189,17 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Erweiterungsbau einer kirchlichen Hochschule/Gebäude für eine erziehungswissen. Fakultät,"26.245,15 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,"Qualifizierungsmaßnahmen kirchliche Hochschule (Landwirtschaft, Medizin)in Krisenregion (Fortführung","114.272,59 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Regionale Entwicklungsförderung mit Schwerpunkt auf Landwirtschaft und Fortbildung (Fortsetzung),"342.826,79 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Förderung der lokalen Rechtsberatung und Verteidigung der Menschenrechte im Kivu (Fortführung),"82.539,68 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,"Trinkwasserversorgung für die Dörfer Kpandroma, Rethy und Jakusene in der Diözese Mahagi-Nioka","19.500,00 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Verbesserung der Gesundheitsarbeit in der Gesundheitszone Kimvula (DR-Kongo),"194.206,09 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Bau und Ausstattung eines Labor- und Unterrichtsgebäudes für eine medizinische Fakultät,"455.042,41 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Bau und Ausstattung eines neuen Unterrichtsgebäudes einer medizinischen Fakultät im Ost-Kongo,"507.318,94 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Wiederherstellung einer Berufsbildungsstätte nach einem Erdbeben,"8.645,60 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Aids-Bekämpfung durch kirchliche Einrichtungen im Ostkongo,"40.000,00 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Wiederherstellung einer Wasserkraftanlage für ein Krankenhaus,"73.000,00 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Ausbildung und Beratung im Gesundheitsbereich im Nordosten der DR Kongo,"170.064,84 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Selbsthilfeförderung und Erwachsenenbildung in der Region Manianga,"116.894,14 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Erweiterung einer Lehrerfortbildungsstätte für kirchlichen Schulen im Ost-Kongo,"252.725,42 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,"Bildungsqualifizierung, Friedenserziehung, HIV/AIDS Prävention in drei Provinzen","155.326,44 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Förderung einer umwelt- und sozialverträglichen Ressourcenpolitik in der Provinz Süd-Kivu,"24.000,00 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Förderung der Menschenrechte in Süd-Kivu / Demokratische Republik Kongo,"41.000,00 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,"Erweiterung der Wasserversorgung in den Regionen Kpandroma, Rethy und Jalusene/Dem. Rep. Kongo","35.000,00 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,"Förderung lokalen Handwerks, Lehrlingsausbildung, Integration ehemaliger Kindersoldaten (Fortführung)","251.800,03 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,"Stärkung der Medien- und Lobbyarbeit ""Stoppt die Gewalt gegen Frauen"" im Ostkongo","37.440,02 €",2302/89604,zivil
"",2009,BMZ,Kongo DR,Sektorprogramm Mikrofinanz,"4.931.011,89 €",86611/89611,zivil
"",2009,BMZ,Kongo DR,Städtische Wasserversorgung Sekundärstädte,"1.206.731,88 €",86611/89611,zivil
"",2009,BMZ,Kongo DR,Unterstützung der Reintegration von Ex-Kombattanten und Flüchtlingen I,"1.768.368,51 €",86611/89611,zivil
"",2009,BMZ,Kongo DR,"Städtische Wasserversorgung Sekundärstädte, Begleitmaßnahme","884.611,10 €",86611/89611,zivil
"",2009,BMZ,Kongo DR,Treuhandbeteiligung an der ProCredit Bank,"251.098,56 €",86611/89611,zivil
"",2009,BMZ,Kongo DR,Gründung einer Mikrofinanzbank in der DR Kongo (Treuhandmittel),"500.000,00 €",86611/89611,zivil
"",2009,BMZ,Kongo DR,Friedensfonds,"4.754.700,29 €",86611/89611,zivil
"",2009,BMZ,Kongo DR,Friedensfonds II,"126.669,72 €",86611/89611,zivil
