"",Jahr,Ressort,Land,Projekt,Volumen,Haushaltstitel,"Art der Maßnahme"
"",2008,BMZ,Simbabwe,"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement ingrenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika","10.519,00 €",2302/68541,zivil
"",2008,BMZ,Simbabwe,Sektorprogramm Medienförderung,"269.098,00 €",2302/68541,zivil
"",2008,BMZ,Simbabwe,"Bildungs- und Informationsprogramme von ""RADIO DIALOGUE"" in Bulawayo","19.000,00 €",2302/89604,zivil
"",2008,BMZ,Simbabwe,"Aufbau und Stärkung des Institute of Peace, Leadership and Governance (IPLG) an der AU","95.620,58 €",2302/89604,zivil
"",2008,BMZ,Simbabwe,Unterstützung ländlicher Gemeinden im Konfliktmanagement und in der Konfliktbewältigung (Fortführung),"64.917,86 €",2302/89604,zivil
"",2008,BMZ,Simbabwe,"Konfliktbearbeitung, Friedensförderung u. Gewaltprävention","56.714,00 €",2302/68702,zivil
"",2008,BMZ,Simbabwe,Friedenskonsolidierung Manicaland und Masvingo,"71.020,00 €",2302/68702,zivil
"",2008,BMZ,Simbabwe,Koordination im südlichen Afrika,"102.979,00 €",2302/68702,zivil
"",2008,BMZ,Simbabwe,Konfliktbearbeitung Midlands Provinz,"0,00 €",2302/68702,zivil
"",2008,AA,Simbabwe,IDASA: Projekte zu Zimbabwe und Swaziland,"238.171,99 €",0502 687 44,zivil
"",2009,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"2.343,60 €",2301/89603,zivil
"",2009,BMZ,Simbabwe,HIV- und AIDS-Prävention,"39.949,36 €",2301/89603,zivil
"",2009,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"1.194.237,57 €",2301/89603,zivil
"",2009,BMZ,Simbabwe,HIV- und AIDS-Prävention,"571.176,83 €",2301/89603,zivil
"",2009,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"104.696,82 €",2301/89603,zivil
"",2009,BMZ,Simbabwe,Fonds für Demokratieförderung,"262.911,93 €",2301/89603,zivil
"",2009,BMZ,Simbabwe,Sektorprogramm Medienförderung,"118.985,00 €",2302/68541,zivil
"",2009,BMZ,Simbabwe,"Bildungs- und Informationsprogramme von ""RADIO DIALOGUE"" in Bulawayo","55.500,00 €",2302/89604,zivil
"",2009,BMZ,Simbabwe,"Aufbau und Stärkung des Institute of Peace, Leadership and Governance (IPLG) an der AU","39.000,00 €",2302/89604,zivil
"",2009,BMZ,Simbabwe,Unterstützung ländlicher Gemeinden im Konfliktmanagement und in der Konfliktbewältigung (Fortführung),"49.050,99 €",2302/89604,zivil
"",2009,BMZ,Simbabwe,Verbesserung der Lebensbedingungen interner Flüchtlinge in Hatcliffe Extension,"156.835,55 €",2302/89604,zivil
"",2009,BMZ,Simbabwe,"Ausbildung für marginalisierte Frauen und Jugendliche, Midlands und Matabeleland,","38.079,70 €",2302/89604,zivil
"",2009,BMZ,Simbabwe,"Stärkung und Ausbildung von Gemeinwesen für den Aufbau von Friedensforen, Fortführung","31.087,38 €",2302/89604,zivil
"",2009,BMZ,Simbabwe,Friedensstrategieberatung und Förderung von Friedenspotentialen,"420.689,00 €",2302/68702,zivil
"",2009,BMZ,Simbabwe,Friedenskonsolidierung Manicaland und Masvingo,"136.996,00 €",2302/68702,zivil
"",2009,BMZ,Simbabwe,Koordination im südlichen Afrika,"106.620,00 €",2302/68702,zivil
"",2009,BMZ,Simbabwe,Konfliktbearbeitung Midlands Provinz,"205.138,00 €",2302/68702,zivil
"",2010,BMZ,Simbabwe,HIV- und AIDS-Prävention,"532.635,44 €",2301/89603,zivil
"",2010,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"1.623.506,04 €",2301/89603,zivil
"",2010,BMZ,Simbabwe,Fonds für Demokratieförderung,"1.050.633,39 €",2301/89603,zivil
"",2010,BMZ,Simbabwe,HIV- und AIDS-Prävention,"171.890,99 €",2301/89603,zivil
"",2010,BMZ,Simbabwe,"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement ingrenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika","24.892,00 €",2302/68541,zivil
"",2010,BMZ,Simbabwe,"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement ingrenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika","24.892,00 €",2302/68541,zivil
"",2010,BMZ,Simbabwe,Sektorprogramm Medienförderung,"192.973,00 €",2302/68541,zivil
"",2010,BMZ,Simbabwe,Unterstützung ländlicher Gemeinden im Konfliktmanagement und in der Konfliktbewältigung (Fortführung),"9.644,63 €",2302/89604,zivil
"",2010,BMZ,Simbabwe,Verbesserung der Lebensbedingungen interner Flüchtlinge in Hatcliffe Extension,"171.848,78 €",2302/89604,zivil
"",2010,BMZ,Simbabwe,Weiterführung des ländlichen Entwicklungsprojektes der Diözese Mutare im Distrikt Chimanimani,"118.612,38 €",2302/89604,zivil
"",2010,BMZ,Simbabwe,Fortführung des ländlichen Entwicklungsprojektes der Diözese Chinhoyi,"93.500,00 €",2302/89604,zivil
"",2010,BMZ,Simbabwe,"Weitere Förderung der Bildungs- und Informationsarbeit von ""Radio Dialogue"" in Bulawayo","39.000,00 €",2302/89604,zivil
"",2010,BMZ,Simbabwe,"Ausbildung für marginalisierte Frauen und Jugendliche, Midlands und Matabeleland,","203.400,00 €",2302/89604,zivil
"",2010,BMZ,Simbabwe,"Stärkung und Ausbildung von Gemeinwesen für den Aufbau von Friedensforen, Fortführung","59.000,00 €",2302/89604,zivil
"",2010,BMZ,Simbabwe,Integrierte ländliche Entwicklung in der Diözese Masvingo - CADEC,"37.500,00 €",2302/89604,zivil
"",2010,BMZ,Simbabwe,Friedensstrategieberatung und Förderung von Friedenspotentialen,"731.890,00 €",2302/68702,zivil
"",2010,BMZ,Simbabwe,Friedenskonsolidierung Manicaland und Masvingo,"201.000,00 €",2302/68702,zivil
"",2010,BMZ,Simbabwe,Koordination im südlichen Afrika,"140.000,00 €",2302/68702,zivil
"",2010,BMZ,Simbabwe,Konfliktbearbeitung Midlands Provinz,"182.776,00 €",2302/68702,zivil
"",2010,BMZ,Simbabwe,"Förderung von Menschenrechts- und Friedensarbeit in Diözesen u. Ein-richtungen der katholischen Kirche sowie  auf regionaler Ebene im südlichenAfrika","0,00 €",2302/68772,zivil
"",2010,AA,Simbabwe,Kleinstprojekt Botschaft,"3.901,13 €",0502 687 44,zivil
"",2010,AA,Simbabwe,Kleinstprojekt (Centre for Conflict Management and Transformation),"30.000,00 €",0502 687 44,zivil
"",2010,AA,Simbabwe,Kleinstprojekt (Catholic Commission for Justice and Peace),"30.000,00 €",0502 687 44,zivil
"",2010,AA,Simbabwe,Kleinstprojekt (Peacebuilding and Capacity Development Foundation – PACDEF),"29.139,84 €",0502 687 44,zivil
"",2011,BMZ,Simbabwe,"Regionalisierung von Programmen zur nachhaltigen Ernährungssicherung durch ökologischen Landbau und zur Verbesserung Einkommenschaffender Maßnahmen in Sambia und Simbabwe","305.560,00 €",2302/68776,zivil
"",2011,BMZ,Simbabwe,HIV- und AIDS-Prävention,"29.940,06 €",2301/89603,zivil
"",2011,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"1.691.557,58 €",2301/89603,zivil
"",2011,BMZ,Simbabwe,Fonds für Demokratieförderung,"1.417.724,25 €",2301/89603,zivil
"",2011,BMZ,Simbabwe,"Internationale Geberinitiative ""Bereitstellung von Saatgut und Düngemittel"" II","2.418.310,22 €",2301/89603,zivil
"",2011,BMZ,Simbabwe,HIV- und AIDS-Prävention,"1.065.840,75 €",2301/89603,zivil
"",2011,BMZ,Simbabwe,"Strategien zum Erhalt kleinbäuerlicher Gemeinschaften in Chimani unter den Bedingungen von Klimaveränderung und sozio-ökonomischerUnsicherheit, Chimanimani Distrikt, Simbabwe","88.513,00 €",2302/68776,zivil
"",2011,BMZ,Simbabwe,"Aufbau und Stärkung des Institute of Peace, Leadership and Governance (IPLG) an der AU","188.000,00 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,Unterstützung ländlicher Gemeinden im Konfliktmanagement und in der Konfliktbewältigung (Fortführung),"10.991,85 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,Verbesserung der Lebensbedingungen interner Flüchtlinge in Hatcliffe Extension,"16.900,00 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,Weiterführung des ländlichen Entwicklungsprojektes der Diözese Mutare im Distrikt Chimanimani,"69.000,00 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,Fortführung des ländlichen Entwicklungsprojektes der Diözese Chinhoyi,"92.744,30 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,"Weitere Förderung der Bildungs- und Informationsarbeit von ""Radio Dialogue"" in Bulawayo","19.500,00 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,"Ausbildung für marginalisierte Frauen und Jugendliche, Midlands und Matabeleland,","112.500,00 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,"Stärkung und Ausbildung von Gemeinwesen für den Aufbau von Friedensforen, Fortführung","57.278,45 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,Integrierte ländliche Entwicklung in der Diözese Masvingo - CADEC,"86.900,00 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,Bildungs- und Beratungsarbeit des Silveira House für Bürger sowie politische und soziale Führungskräfte in Simbabwe,"190.500,00 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,"Stärkung und Vernetzung von lokalen Strukturen der Kommission ""Gerechtigkeit und Frieden"" in der Diözese Harare","70.500,00 €",2302/89604,zivil
"",2011,BMZ,Simbabwe,Beteiligung an investiven Simbabwe Multi Donor Trust Fund (MDTF),"10.000.000,00 €",86611/89611,zivil
"",2011,BMZ,Simbabwe,Friedensstrategieberatung und Förderung von Friedenspotentialen,"624.799,00 €",2302/68702,zivil
"",2011,BMZ,Simbabwe,Konfliktbearbeitung Midlands Provinz,"154.711,00 €",2302/68702,zivil
"",2011,BMZ,Simbabwe,"Förderung von Menschenrechts- und Friedensarbeit in Diözesen u. Ein-richtungen der katholischen Kirche sowie  auf regionaler Ebene im südlichenAfrika","110.407,00 €",2302/68772,zivil
"",2011,BMZ,Simbabwe,"Konstruktive Konflikttransformation auf Gemeindeebene im ländlichen Simbabwe und Koordination des Einsatzes von Friedensfachkräften des WFDim südlichen Afrika","270.000,00 €",2302/68702,zivil
"",2012,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"2.180.239,56 €",2301/89603,zivil
"",2012,BMZ,Simbabwe,Fonds für Demokratieförderung,"1.902.962,24 €",2301/89603,zivil
"",2012,BMZ,Simbabwe,HIV- und AIDS-Prävention,"674.158,56 €",2301/89603,zivil
"",2012,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"267.478,92 €",2301/89603,zivil
"",2012,BMZ,Simbabwe,"Regionalisierung von Programmen zur nachhaltigen Ernährungssicherung durch ökologischen Landbau und zur Verbesserung Einkommenschaffender Maßnahmen in Sambia und Simbabwe","248.686,00 €",2302/68776,zivil
"",2012,BMZ,Simbabwe,"Strategien zum Erhalt kleinbäuerlicher Gemeinschaften in Chimani unter den Bedingungen von Klimaveränderung und sozio-ökonomischerUnsicherheit, Chimanimani Distrikt, Simbabwe","115.817,00 €",2302/68776,zivil
"",2012,BMZ,Simbabwe,"Aufbau und Stärkung des Institute of Peace, Leadership and Governance (IPLG) an der AU","557,86 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,Verbesserung der Lebensbedingungen interner Flüchtlinge in Hatcliffe Extension,"40.000,00 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,Weiterführung des ländlichen Entwicklungsprojektes der Diözese Mutare im Distrikt Chimanimani,"60.200,00 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,Fortführung des ländlichen Entwicklungsprojektes der Diözese Chinhoyi,"118.755,70 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,"Weitere Förderung der Bildungs- und Informationsarbeit von ""Radio Dialogue"" in Bulawayo","39.000,00 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,Integrierte ländliche Entwicklung in der Diözese Masvingo - CADEC,"77.780,00 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,Bildungs- und Beratungsarbeit des Silveira House für Bürger sowie politische und soziale Führungskräfte in Simbabwe,"190.000,00 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,"Stärkung und Vernetzung von lokalen Strukturen der Kommission ""Gerechtigkeit und Frieden"" in der Diözese Harare","73.000,00 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,Verbesserung der Lebenssituation besonders benachteiligter Bevölkerungsgruppen in drei ausgewählten Gemeinden in Simbabwe,"170.300,00 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,"Ausbau und Stärkung des ""Institute of Peace, Leadership and Governance (IPLG) an der AU University","69.000,00 €",2302/89604,zivil
"",2012,BMZ,Simbabwe,Beteiligung an investiven Simbabwe Multi Donor Trust Fund (MDTF),"10.000.000,00 €",86611/89611,zivil
"",2012,BMZ,Simbabwe,Friedensstrategieberatung und Förderung von Friedenspotentialen,"628.796,00 €","2302/687022302/68772",zivil
"",2012,BMZ,Simbabwe,Konfliktbearbeitung Midlands Provinz,"190.423,00 €",2302/68772,zivil
"",2012,BMZ,Simbabwe,"Förderung von Menschenrechts- und Friedensarbeit in Diözesen u. Ein-richtungen der katholischen Kirche sowie  auf regionaler Ebene im südlichenAfrika","81.901,00 €","2302/687022302/68772",zivil
"",2012,BMZ,Simbabwe,"Konstruktive Konflikttransformation auf Gemeindeebene im ländlichen Simbabwe und Koordination des Einsatzes von Friedensfachkräften des WFDim südlichen Afrika","401.708,00 €","2302/687022302/68772",zivil
"",2013,BMZ,Simbabwe,"Regionalisierung von Programmen zur nachhaltigen Ernährungssicherung durch ökologischen Landbau und zur Verbesserung Einkommenschaffender Maßnahmen in Sambia und Simbabwe","239.776,00 €",2302/68776,zivil
"",2013,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"10.267,26 €",2301/89603,zivil
"",2013,BMZ,Simbabwe,Fonds für Demokratieförderung,"2.760.739,97 €",2301/89603,zivil
"",2013,BMZ,Simbabwe,"Internationale Geberinitiative ""Bereitstellung von Saatgut und Düngemittel"" II","760.897,76 €",2301/89603,zivil
"",2013,BMZ,Simbabwe,HIV- und AIDS-Prävention,"29.573,92 €",2301/89603,zivil
"",2013,BMZ,Simbabwe,Förderung der Ernährungssicherung und Agrarwirtschaft (AISP III),"1.327.771,55 €",2301/89603,zivil
"",2013,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"1.793.141,38 €",2301/89603,zivil
"",2013,BMZ,Simbabwe,"Strategien zum Erhalt kleinbäuerlicher Gemeinschaften in Chimani unter den Bedingungen von Klimaveränderung und sozio-ökonomischerUnsicherheit, Chimanimani Distrikt, Simbabwe","138.249,00 €",2302/68776,zivil
"",2013,BMZ,Simbabwe,Verbesserung der Lebensbedingungen interner Flüchtlinge in Hatcliffe Extension,"4.400,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,"Weitere Förderung der Bildungs- und Informationsarbeit von ""Radio Dialogue"" in Bulawayo","18.000,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,"Stärkung und Ausbildung von Gemeinwesen für den Aufbau von Friedensforen, Fortführung","3.804,30 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,Integrierte ländliche Entwicklung in der Diözese Masvingo - CADEC,"33.563,60 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,Bildungs- und Beratungsarbeit des Silveira House für Bürger sowie politische und soziale Führungskräfte in Simbabwe,"156.000,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,"Stärkung und Vernetzung von lokalen Strukturen der Kommission ""Gerechtigkeit und Frieden"" in der Diözese Harare","7.500,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,"Förderung der Arbeit der Kommission ""Gerechtigkeit und Frieden"" der Diözese Mutare","83.700,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,Verbesserung der Lebenssituation besonders benachteiligter Bevölkerungsgruppen in drei ausgewählten Gemeinden in Simbabwe,"145.500,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,"Ausbau und Stärkung des ""Institute of Peace, Leadership and Governance (IPLG) an der AU University","70.000,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,"Aufbau tragfähiger Gemeindestrukturen durch gemeindebasiertes Konfliktmanagement, Fortführung","139.280,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,"Politische Bildungs- und Lobbyarbeit zur Verbesserung der guten Regierungsführung durch die Justice and Peace Commission in der ErzdiözeseHarare","86.000,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,"Verbesserter Zugang zu Informationen und Stärkung der Meinungsfreiheit durch die Arbeit von ""Radio Dialogue Trust"" in Bulawayo","54.000,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,"Mobilisierung von Kirchen für Friedens- und Versöhnungsarbeit und zur Förderung guter Regierungsführung, Fortführung","80.900,00 €",2302/89604,zivil
"",2013,BMZ,Simbabwe,Friedensstrategieberatung und Förderung von Friedenspotentialen,"667.507,00 €",2302/68702,zivil
"",2013,BMZ,Simbabwe,"Förderung von Menschenrechts- und Friedensarbeit in Diözesen u. Ein-richtungen der katholischen Kirche sowie  auf regionaler Ebene im südlichenAfrika","95.000,00 €","2302/687022302/68772",zivil
"",2013,BMZ,Simbabwe,"Konstruktive Konflikttransformation auf Gemeindeebene im ländlichen Simbabwe und Koordination des Einsatzes von Friedensfachkräften des WFDim südlichen Afrika","749.945,00 €","2302/687022302/68772",zivil
"",2014,BMZ,Simbabwe,Ausweitung und Konsolidierung des Projektes an Schulen im Kwekwe Distrikt,"365.000,00 €",2301/68706,zivil
"",2014,BMZ,Simbabwe,Geflügelvermarktung Harare und Umgebung,"300.000,00 €",2301/68706,zivil
"",2014,BMZ,Simbabwe,Fonds für Demokratieförderung,"1.301.561,46 €",2301/89603,zivil
"",2014,BMZ,Simbabwe,Förderung der Ernährungssicherung und Agrarwirtschaft (AISP III),"2.062.618,67 €",2301/89603,zivil
"",2014,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"1.840.262,63 €",2301/89603,zivil
"",2014,BMZ,Simbabwe,"Regionalisierung von Programmen zur nachhaltigen Ernährungssicherung durch ökologischen Landbau und zur Verbesserung Einkommenschaffender Maßnahmen in Sambia und Simbabwe","88.499,00 €",2302/68776,zivil
"",2014,BMZ,Simbabwe,"Strategien zum Erhalt kleinbäuerlicher Gemeinschaften in Chimani unter den Bedingungen von Klimaveränderung und sozio-ökonomischerUnsicherheit, Chimanimani Distrikt, Simbabwe","154.283,00 €",2302/68776,zivil
"",2014,BMZ,Simbabwe,Zugang zu Rechtsinformationen und zu formalen Justizangeboten für benachteiligte Bevölkerungsgruppen wie Kinder,"6.879,00 €",2302/68776,zivil
"",2014,BMZ,Simbabwe,Bildungs- und Beratungsarbeit des Silveira House für Bürger sowie politische und soziale Führungskräfte in Simbabwe,"35.000,00 €",2302/89604,zivil
"",2014,BMZ,Simbabwe,"Förderung der Arbeit der Kommission ""Gerechtigkeit und Frieden"" der Diözese Mutare","74.300,00 €",2302/89604,zivil
"",2014,BMZ,Simbabwe,Verbesserung der Lebenssituation besonders benachteiligter Bevölkerungsgruppen in drei ausgewählten Gemeinden in Simbabwe,"53.500,00 €",2302/89604,zivil
"",2014,BMZ,Simbabwe,"Ausbau und Stärkung des ""Institute of Peace, Leadership and Governance (IPLG) an der AU University","112.798,64 €",2302/89604,zivil
"",2014,BMZ,Simbabwe,"Aufbau tragfähiger Gemeindestrukturen durch gemeindebasiertes Konfliktmanagement, Fortführung","103.200,00 €",2302/89604,zivil
"",2014,BMZ,Simbabwe,"Politische Bildungs- und Lobbyarbeit zur Verbesserung der guten Regierungsführung durch die Justice and Peace Commission in der ErzdiözeseHarare","108.000,00 €",2302/89604,zivil
"",2014,BMZ,Simbabwe,"Verbesserter Zugang zu Informationen und Stärkung der Meinungsfreiheit durch die Arbeit von ""Radio Dialogue Trust"" in Bulawayo","29.500,00 €",2302/89604,zivil
"",2014,BMZ,Simbabwe,"Mobilisierung von Kirchen für Friedens- und Versöhnungsarbeit und zur Förderung guter Regierungsführung, Fortführung","110.200,00 €",2302/89604,zivil
"",2014,BMZ,Simbabwe,Bildungs- und Beratungsarbeit des Silveira House für Bürger sowie politische und soziale Führungskräfte in Simbabwe,"128.900,00 €",2302/89604,zivil
"",2014,BMZ,Simbabwe,"Förderung von Menschenrechts- und Friedensarbeit in Diözesen u. Ein-richtungen der katholischen Kirche sowie  auf regionaler Ebene im südlichenAfrika","150.500,00 €","2302/687022302/68772",zivil
"",2014,BMZ,Simbabwe,"Friedensstrategieberatung, Dialogförderung und Förderung von Friedenspotentialen","509.088,00 €",2302/68772,zivil
